ID,模块,子模块/页面,角色,前置条件,用例标题,输入/操作,期望结果,等级,类型,关联接口/组件,备注
STRATEGY_UI_013,策略管理,策略配置,门店店长,已登录策略管理页面,策略管理UI测试用例13,策略UI操作13,UI显示正确13,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_014,策略管理,策略配置,门店店长,已登录策略管理页面,策略管理UI测试用例14,策略UI操作14,UI显示正确14,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_015,策略管理,策略配置,门店店长,已登录策略管理页面,策略管理UI测试用例15,策略UI操作15,UI显示正确15,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_016,策略管理,策略配置,门店店长,已登录策略管理页面,策略管理UI测试用例16,策略UI操作16,UI显示正确16,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_017,策略管理,策略配置,门店店长,已登录策略管理页面,策略管理UI测试用例17,策略UI操作17,UI显示正确17,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_018,策略管理,策略配置,门店店长,已登录策略管理页面,策略管理UI测试用例18,策略UI操作18,UI显示正确18,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_019,策略管理,策略配置,门店店长,已登录策略管理页面,策略管理UI测试用例19,策略UI操作19,UI显示正确19,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_020,策略管理,策略配置,门店店长,已登录策略管理页面,策略管理UI测试用例20,策略UI操作20,UI显示正确20,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_021,策略管理,策略监控,门店店长,已登录策略管理页面,策略管理UI测试用例21,策略UI操作21,UI显示正确21,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_022,策略管理,策略监控,门店店长,已登录策略管理页面,策略管理UI测试用例22,策略UI操作22,UI显示正确22,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_023,策略管理,策略监控,门店店长,已登录策略管理页面,策略管理UI测试用例23,策略UI操作23,UI显示正确23,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_024,策略管理,策略监控,门店店长,已登录策略管理页面,策略管理UI测试用例24,策略UI操作24,UI显示正确24,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_025,策略管理,策略监控,门店店长,已登录策略管理页面,策略管理UI测试用例25,策略UI操作25,UI显示正确25,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_026,策略管理,策略监控,门店店长,已登录策略管理页面,策略管理UI测试用例26,策略UI操作26,UI显示正确26,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_027,策略管理,策略监控,门店店长,已登录策略管理页面,策略管理UI测试用例27,策略UI操作27,UI显示正确27,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_028,策略管理,策略监控,门店店长,已登录策略管理页面,策略管理UI测试用例28,策略UI操作28,UI显示正确28,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_029,策略管理,策略监控,门店店长,已登录策略管理页面,策略管理UI测试用例29,策略UI操作29,UI显示正确29,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_030,策略管理,策略监控,门店店长,已登录策略管理页面,策略管理UI测试用例30,策略UI操作30,UI显示正确30,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_031,策略管理,策略监控,门店店长,已登录策略管理页面,策略管理UI测试用例31,策略UI操作31,UI显示正确31,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_032,策略管理,策略监控,门店店长,已登录策略管理页面,策略管理UI测试用例32,策略UI操作32,UI显示正确32,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_033,策略管理,策略监控,门店店长,已登录策略管理页面,策略管理UI测试用例33,策略UI操作33,UI显示正确33,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_034,策略管理,策略监控,门店店长,已登录策略管理页面,策略管理UI测试用例34,策略UI操作34,UI显示正确34,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_035,策略管理,策略监控,门店店长,已登录策略管理页面,策略管理UI测试用例35,策略UI操作35,UI显示正确35,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_036,策略管理,策略监控,门店店长,已登录策略管理页面,策略管理UI测试用例36,策略UI操作36,UI显示正确36,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_037,策略管理,策略监控,门店店长,已登录策略管理页面,策略管理UI测试用例37,策略UI操作37,UI显示正确37,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_038,策略管理,策略监控,门店店长,已登录策略管理页面,策略管理UI测试用例38,策略UI操作38,UI显示正确38,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_039,策略管理,策略监控,门店店长,已登录策略管理页面,策略管理UI测试用例39,策略UI操作39,UI显示正确39,P1,功能,src/views/strategy/index.vue,
STRATEGY_UI_040,策略管理,策略监控,门店店长,已登录策略管理页面,策略管理UI测试用例40,策略UI操作40,UI显示正确40,P1,功能,src/views/strategy/index.vue,
COMMERCIAL_UI_001,商业化管理,权限配置,超级管理员,已登录商业化管理页面,商业化管理UI测试用例1,商业化UI操作1,UI显示正确1,P1,功能,src/views/commercial/index.vue,
COMMERCIAL_UI_002,商业化管理,权限配置,超级管理员,已登录商业化管理页面,商业化管理UI测试用例2,商业化UI操作2,UI显示正确2,P1,功能,src/views/commercial/index.vue,
COMMERCIAL_UI_003,商业化管理,权限配置,超级管理员,已登录商业化管理页面,商业化管理UI测试用例3,商业化UI操作3,UI显示正确3,P1,功能,src/views/commercial/index.vue,
COMMERCIAL_UI_004,商业化管理,权限配置,超级管理员,已登录商业化管理页面,商业化管理UI测试用例4,商业化UI操作4,UI显示正确4,P1,功能,src/views/commercial/index.vue,
COMMERCIAL_UI_005,商业化管理,权限配置,超级管理员,已登录商业化管理页面,商业化管理UI测试用例5,商业化UI操作5,UI显示正确5,P1,功能,src/views/commercial/index.vue,
COMMERCIAL_UI_006,商业化管理,权限配置,超级管理员,已登录商业化管理页面,商业化管理UI测试用例6,商业化UI操作6,UI显示正确6,P1,功能,src/views/commercial/index.vue,
COMMERCIAL_UI_007,商业化管理,权限配置,超级管理员,已登录商业化管理页面,商业化管理UI测试用例7,商业化UI操作7,UI显示正确7,P1,功能,src/views/commercial/index.vue,
COMMERCIAL_UI_008,商业化管理,权限配置,超级管理员,已登录商业化管理页面,商业化管理UI测试用例8,商业化UI操作8,UI显示正确8,P1,功能,src/views/commercial/index.vue,
COMMERCIAL_UI_009,商业化管理,权限配置,超级管理员,已登录商业化管理页面,商业化管理UI测试用例9,商业化UI操作9,UI显示正确9,P1,功能,src/views/commercial/index.vue,
COMMERCIAL_UI_010,商业化管理,权限配置,超级管理员,已登录商业化管理页面,商业化管理UI测试用例10,商业化UI操作10,UI显示正确10,P1,功能,src/views/commercial/index.vue,
COMMERCIAL_UI_011,商业化管理,权限配置,超级管理员,已登录商业化管理页面,商业化管理UI测试用例11,商业化UI操作11,UI显示正确11,P1,功能,src/views/commercial/index.vue,
COMMERCIAL_UI_012,商业化管理,权限配置,超级管理员,已登录商业化管理页面,商业化管理UI测试用例12,商业化UI操作12,UI显示正确12,P1,功能,src/views/commercial/index.vue,
COMMERCIAL_UI_013,商业化管理,策略授权,超级管理员,已登录商业化管理页面,商业化管理UI测试用例13,商业化UI操作13,UI显示正确13,P1,功能,src/views/commercial/index.vue,
COMMERCIAL_UI_014,商业化管理,策略授权,超级管理员,已登录商业化管理页面,商业化管理UI测试用例14,商业化UI操作14,UI显示正确14,P1,功能,src/views/commercial/index.vue,
COMMERCIAL_UI_015,商业化管理,策略授权,超级管理员,已登录商业化管理页面,商业化管理UI测试用例15,商业化UI操作15,UI显示正确15,P1,功能,src/views/commercial/index.vue,
COMMERCIAL_UI_016,商业化管理,策略授权,超级管理员,已登录商业化管理页面,商业化管理UI测试用例16,商业化UI操作16,UI显示正确16,P1,功能,src/views/commercial/index.vue,
COMMERCIAL_UI_017,商业化管理,策略授权,超级管理员,已登录商业化管理页面,商业化管理UI测试用例17,商业化UI操作17,UI显示正确17,P1,功能,src/views/commercial/index.vue,
COMMERCIAL_UI_018,商业化管理,策略授权,超级管理员,已登录商业化管理页面,商业化管理UI测试用例18,商业化UI操作18,UI显示正确18,P1,功能,src/views/commercial/index.vue,
COMMERCIAL_UI_019,商业化管理,策略授权,超级管理员,已登录商业化管理页面,商业化管理UI测试用例19,商业化UI操作19,UI显示正确19,P1,功能,src/views/commercial/index.vue,
COMMERCIAL_UI_020,商业化管理,策略授权,超级管理员,已登录商业化管理页面,商业化管理UI测试用例20,商业化UI操作20,UI显示正确20,P1,功能,src/views/commercial/index.vue,
COMMERCIAL_UI_021,商业化管理,策略授权,超级管理员,已登录商业化管理页面,商业化管理UI测试用例21,商业化UI操作21,UI显示正确21,P1,功能,src/views/commercial/index.vue,
COMMERCIAL_UI_022,商业化管理,策略授权,超级管理员,已登录商业化管理页面,商业化管理UI测试用例22,商业化UI操作22,UI显示正确22,P1,功能,src/views/commercial/index.vue,
COMMERCIAL_UI_023,商业化管理,策略授权,超级管理员,已登录商业化管理页面,商业化管理UI测试用例23,商业化UI操作23,UI显示正确23,P1,功能,src/views/commercial/index.vue,
COMMERCIAL_UI_024,商业化管理,策略授权,超级管理员,已登录商业化管理页面,商业化管理UI测试用例24,商业化UI操作24,UI显示正确24,P1,功能,src/views/commercial/index.vue,
COMMERCIAL_UI_025,商业化管理,策略授权,超级管理员,已登录商业化管理页面,商业化管理UI测试用例25,商业化UI操作25,UI显示正确25,P1,功能,src/views/commercial/index.vue,
PRODUCT_UI_001,产品管理,产品配置,超级管理员,已登录产品管理页面,产品管理UI测试用例1,产品UI操作1,UI显示正确1,P2,功能,src/views/product/index.vue,
PRODUCT_UI_002,产品管理,产品配置,超级管理员,已登录产品管理页面,产品管理UI测试用例2,产品UI操作2,UI显示正确2,P2,功能,src/views/product/index.vue,
PRODUCT_UI_003,产品管理,产品配置,超级管理员,已登录产品管理页面,产品管理UI测试用例3,产品UI操作3,UI显示正确3,P2,功能,src/views/product/index.vue,
PRODUCT_UI_004,产品管理,产品配置,超级管理员,已登录产品管理页面,产品管理UI测试用例4,产品UI操作4,UI显示正确4,P2,功能,src/views/product/index.vue,
PRODUCT_UI_005,产品管理,产品配置,超级管理员,已登录产品管理页面,产品管理UI测试用例5,产品UI操作5,UI显示正确5,P2,功能,src/views/product/index.vue,
PRODUCT_UI_006,产品管理,产品配置,超级管理员,已登录产品管理页面,产品管理UI测试用例6,产品UI操作6,UI显示正确6,P2,功能,src/views/product/index.vue,
PRODUCT_UI_007,产品管理,产品配置,超级管理员,已登录产品管理页面,产品管理UI测试用例7,产品UI操作7,UI显示正确7,P2,功能,src/views/product/index.vue,
PRODUCT_UI_008,产品管理,产品配置,超级管理员,已登录产品管理页面,产品管理UI测试用例8,产品UI操作8,UI显示正确8,P2,功能,src/views/product/index.vue,
PRODUCT_UI_009,产品管理,产品配置,超级管理员,已登录产品管理页面,产品管理UI测试用例9,产品UI操作9,UI显示正确9,P2,功能,src/views/product/index.vue,
PRODUCT_UI_010,产品管理,产品配置,超级管理员,已登录产品管理页面,产品管理UI测试用例10,产品UI操作10,UI显示正确10,P2,功能,src/views/product/index.vue,
PRODUCT_UI_011,产品管理,品类管理,超级管理员,已登录产品管理页面,产品管理UI测试用例11,产品UI操作11,UI显示正确11,P2,功能,src/views/product/index.vue,
PRODUCT_UI_012,产品管理,品类管理,超级管理员,已登录产品管理页面,产品管理UI测试用例12,产品UI操作12,UI显示正确12,P2,功能,src/views/product/index.vue,
PRODUCT_UI_013,产品管理,品类管理,超级管理员,已登录产品管理页面,产品管理UI测试用例13,产品UI操作13,UI显示正确13,P2,功能,src/views/product/index.vue,
PRODUCT_UI_014,产品管理,品类管理,超级管理员,已登录产品管理页面,产品管理UI测试用例14,产品UI操作14,UI显示正确14,P2,功能,src/views/product/index.vue,
PRODUCT_UI_015,产品管理,品类管理,超级管理员,已登录产品管理页面,产品管理UI测试用例15,产品UI操作15,UI显示正确15,P2,功能,src/views/product/index.vue,
PRODUCT_UI_016,产品管理,品类管理,超级管理员,已登录产品管理页面,产品管理UI测试用例16,产品UI操作16,UI显示正确16,P2,功能,src/views/product/index.vue,
PRODUCT_UI_017,产品管理,品类管理,超级管理员,已登录产品管理页面,产品管理UI测试用例17,产品UI操作17,UI显示正确17,P2,功能,src/views/product/index.vue,
PRODUCT_UI_018,产品管理,品类管理,超级管理员,已登录产品管理页面,产品管理UI测试用例18,产品UI操作18,UI显示正确18,P2,功能,src/views/product/index.vue,
PRODUCT_UI_019,产品管理,品类管理,超级管理员,已登录产品管理页面,产品管理UI测试用例19,产品UI操作19,UI显示正确19,P2,功能,src/views/product/index.vue,
PRODUCT_UI_020,产品管理,品类管理,超级管理员,已登录产品管理页面,产品管理UI测试用例20,产品UI操作20,UI显示正确20,P2,功能,src/views/product/index.vue,
DEVICE_LIFE_001,设备生命周期,招牌灯管理,实施操作员,招牌灯设备可用,招牌灯生命周期测试1,招牌灯相关操作1,招牌灯操作成功1,P0,功能,DeviceLifecycleController#method,招牌灯特定测试
DEVICE_LIFE_002,设备生命周期,招牌灯管理,实施操作员,招牌灯设备可用,招牌灯生命周期测试2,招牌灯相关操作2,招牌灯操作成功2,P0,功能,DeviceLifecycleController#method,招牌灯特定测试
DEVICE_LIFE_003,设备生命周期,招牌灯管理,实施操作员,招牌灯设备可用,招牌灯生命周期测试3,招牌灯相关操作3,招牌灯操作成功3,P0,功能,DeviceLifecycleController#method,招牌灯特定测试
DEVICE_LIFE_004,设备生命周期,招牌灯管理,实施操作员,招牌灯设备可用,招牌灯生命周期测试4,招牌灯相关操作4,招牌灯操作成功4,P1,功能,DeviceLifecycleController#method,招牌灯特定测试
DEVICE_LIFE_005,设备生命周期,招牌灯管理,实施操作员,招牌灯设备可用,招牌灯生命周期测试5,招牌灯相关操作5,招牌灯操作成功5,P1,功能,DeviceLifecycleController#method,招牌灯特定测试
DEVICE_LIFE_006,设备生命周期,招牌灯管理,实施操作员,招牌灯设备可用,招牌灯生命周期测试6,招牌灯相关操作6,招牌灯操作成功6,P1,功能,DeviceLifecycleController#method,招牌灯特定测试
DEVICE_LIFE_007,设备生命周期,招牌灯管理,实施操作员,招牌灯设备可用,招牌灯生命周期测试7,招牌灯相关操作7,招牌灯操作成功7,P1,功能,DeviceLifecycleController#method,招牌灯特定测试
DEVICE_LIFE_008,设备生命周期,照明灯管理,实施操作员,照明灯设备可用,照明灯生命周期测试1,照明灯相关操作1,照明灯操作成功1,P0,功能,DeviceLifecycleController#method,照明灯特定测试
DEVICE_LIFE_009,设备生命周期,照明灯管理,实施操作员,照明灯设备可用,照明灯生命周期测试2,照明灯相关操作2,照明灯操作成功2,P0,功能,DeviceLifecycleController#method,照明灯特定测试
DEVICE_LIFE_010,设备生命周期,照明灯管理,实施操作员,照明灯设备可用,照明灯生命周期测试3,照明灯相关操作3,照明灯操作成功3,P0,功能,DeviceLifecycleController#method,照明灯特定测试
DEVICE_LIFE_011,设备生命周期,照明灯管理,实施操作员,照明灯设备可用,照明灯生命周期测试4,照明灯相关操作4,照明灯操作成功4,P1,功能,DeviceLifecycleController#method,照明灯特定测试
DEVICE_LIFE_012,设备生命周期,照明灯管理,实施操作员,照明灯设备可用,照明灯生命周期测试5,照明灯相关操作5,照明灯操作成功5,P1,功能,DeviceLifecycleController#method,照明灯特定测试
DEVICE_LIFE_013,设备生命周期,照明灯管理,实施操作员,照明灯设备可用,照明灯生命周期测试6,照明灯相关操作6,照明灯操作成功6,P1,功能,DeviceLifecycleController#method,照明灯特定测试
DEVICE_LIFE_014,设备生命周期,照明灯管理,实施操作员,照明灯设备可用,照明灯生命周期测试7,照明灯相关操作7,照明灯操作成功7,P1,功能,DeviceLifecycleController#method,照明灯特定测试
DEVICE_LIFE_015,设备生命周期,空调管理,实施操作员,空调设备可用,空调生命周期测试1,空调相关操作1,空调操作成功1,P0,功能,DeviceLifecycleController#method,空调特定测试
DEVICE_LIFE_016,设备生命周期,空调管理,实施操作员,空调设备可用,空调生命周期测试2,空调相关操作2,空调操作成功2,P0,功能,DeviceLifecycleController#method,空调特定测试
DEVICE_LIFE_017,设备生命周期,空调管理,实施操作员,空调设备可用,空调生命周期测试3,空调相关操作3,空调操作成功3,P0,功能,DeviceLifecycleController#method,空调特定测试
DEVICE_LIFE_018,设备生命周期,空调管理,实施操作员,空调设备可用,空调生命周期测试4,空调相关操作4,空调操作成功4,P1,功能,DeviceLifecycleController#method,空调特定测试
DEVICE_LIFE_019,设备生命周期,空调管理,实施操作员,空调设备可用,空调生命周期测试5,空调相关操作5,空调操作成功5,P1,功能,DeviceLifecycleController#method,空调特定测试
DEVICE_LIFE_020,设备生命周期,空调管理,实施操作员,空调设备可用,空调生命周期测试6,空调相关操作6,空调操作成功6,P1,功能,DeviceLifecycleController#method,空调特定测试
DEVICE_LIFE_021,设备生命周期,空调管理,实施操作员,空调设备可用,空调生命周期测试7,空调相关操作7,空调操作成功7,P1,功能,DeviceLifecycleController#method,空调特定测试
DEVICE_LIFE_022,设备生命周期,冷设管理,实施操作员,冷设设备可用,冷设生命周期测试1,冷设相关操作1,冷设操作成功1,P0,功能,DeviceLifecycleController#method,冷设特定测试
DEVICE_LIFE_023,设备生命周期,冷设管理,实施操作员,冷设设备可用,冷设生命周期测试2,冷设相关操作2,冷设操作成功2,P0,功能,DeviceLifecycleController#method,冷设特定测试
DEVICE_LIFE_024,设备生命周期,冷设管理,实施操作员,冷设设备可用,冷设生命周期测试3,冷设相关操作3,冷设操作成功3,P0,功能,DeviceLifecycleController#method,冷设特定测试
DEVICE_LIFE_025,设备生命周期,冷设管理,实施操作员,冷设设备可用,冷设生命周期测试4,冷设相关操作4,冷设操作成功4,P1,功能,DeviceLifecycleController#method,冷设特定测试
DEVICE_LIFE_026,设备生命周期,冷设管理,实施操作员,冷设设备可用,冷设生命周期测试5,冷设相关操作5,冷设操作成功5,P1,功能,DeviceLifecycleController#method,冷设特定测试
DEVICE_LIFE_027,设备生命周期,冷设管理,实施操作员,冷设设备可用,冷设生命周期测试6,冷设相关操作6,冷设操作成功6,P1,功能,DeviceLifecycleController#method,冷设特定测试
DEVICE_LIFE_028,设备生命周期,冷设管理,实施操作员,冷设设备可用,冷设生命周期测试7,冷设相关操作7,冷设操作成功7,P1,功能,DeviceLifecycleController#method,冷设特定测试
DEVICE_LIFE_029,设备生命周期,电源控制器管理,实施操作员,电源控制器设备可用,电源控制器生命周期测试1,电源控制器相关操作1,电源控制器操作成功1,P0,功能,DeviceLifecycleController#method,电源控制器特定测试
DEVICE_LIFE_030,设备生命周期,电源控制器管理,实施操作员,电源控制器设备可用,电源控制器生命周期测试2,电源控制器相关操作2,电源控制器操作成功2,P0,功能,DeviceLifecycleController#method,电源控制器特定测试
DEVICE_LIFE_031,设备生命周期,电源控制器管理,实施操作员,电源控制器设备可用,电源控制器生命周期测试3,电源控制器相关操作3,电源控制器操作成功3,P0,功能,DeviceLifecycleController#method,电源控制器特定测试
DEVICE_LIFE_032,设备生命周期,电源控制器管理,实施操作员,电源控制器设备可用,电源控制器生命周期测试4,电源控制器相关操作4,电源控制器操作成功4,P1,功能,DeviceLifecycleController#method,电源控制器特定测试
DEVICE_LIFE_033,设备生命周期,电源控制器管理,实施操作员,电源控制器设备可用,电源控制器生命周期测试5,电源控制器相关操作5,电源控制器操作成功5,P1,功能,DeviceLifecycleController#method,电源控制器特定测试
DEVICE_LIFE_034,设备生命周期,电源控制器管理,实施操作员,电源控制器设备可用,电源控制器生命周期测试6,电源控制器相关操作6,电源控制器操作成功6,P1,功能,DeviceLifecycleController#method,电源控制器特定测试
DEVICE_LIFE_035,设备生命周期,电源控制器管理,实施操作员,电源控制器设备可用,电源控制器生命周期测试7,电源控制器相关操作7,电源控制器操作成功7,P1,功能,DeviceLifecycleController#method,电源控制器特定测试
DEVICE_LIFE_036,设备生命周期,温湿度传感器管理,实施操作员,温湿度传感器设备可用,温湿度传感器生命周期测试1,温湿度传感器相关操作1,温湿度传感器操作成功1,P0,功能,DeviceLifecycleController#method,温湿度传感器特定测试
DEVICE_LIFE_037,设备生命周期,温湿度传感器管理,实施操作员,温湿度传感器设备可用,温湿度传感器生命周期测试2,温湿度传感器相关操作2,温湿度传感器操作成功2,P0,功能,DeviceLifecycleController#method,温湿度传感器特定测试
DEVICE_LIFE_038,设备生命周期,温湿度传感器管理,实施操作员,温湿度传感器设备可用,温湿度传感器生命周期测试3,温湿度传感器相关操作3,温湿度传感器操作成功3,P0,功能,DeviceLifecycleController#method,温湿度传感器特定测试
DEVICE_LIFE_039,设备生命周期,温湿度传感器管理,实施操作员,温湿度传感器设备可用,温湿度传感器生命周期测试4,温湿度传感器相关操作4,温湿度传感器操作成功4,P1,功能,DeviceLifecycleController#method,温湿度传感器特定测试
DEVICE_LIFE_040,设备生命周期,温湿度传感器管理,实施操作员,温湿度传感器设备可用,温湿度传感器生命周期测试5,温湿度传感器相关操作5,温湿度传感器操作成功5,P1,功能,DeviceLifecycleController#method,温湿度传感器特定测试
DEVICE_LIFE_041,设备生命周期,温湿度传感器管理,实施操作员,温湿度传感器设备可用,温湿度传感器生命周期测试6,温湿度传感器相关操作6,温湿度传感器操作成功6,P1,功能,DeviceLifecycleController#method,温湿度传感器特定测试
DEVICE_LIFE_042,设备生命周期,温湿度传感器管理,实施操作员,温湿度传感器设备可用,温湿度传感器生命周期测试7,温湿度传感器相关操作7,温湿度传感器操作成功7,P1,功能,DeviceLifecycleController#method,温湿度传感器特定测试
DEVICE_LIFE_043,设备生命周期,光照传感器管理,实施操作员,光照传感器设备可用,光照传感器生命周期测试1,光照传感器相关操作1,光照传感器操作成功1,P0,功能,DeviceLifecycleController#method,光照传感器特定测试
DEVICE_LIFE_044,设备生命周期,光照传感器管理,实施操作员,光照传感器设备可用,光照传感器生命周期测试2,光照传感器相关操作2,光照传感器操作成功2,P0,功能,DeviceLifecycleController#method,光照传感器特定测试
DEVICE_LIFE_045,设备生命周期,光照传感器管理,实施操作员,光照传感器设备可用,光照传感器生命周期测试3,光照传感器相关操作3,光照传感器操作成功3,P0,功能,DeviceLifecycleController#method,光照传感器特定测试
DEVICE_LIFE_046,设备生命周期,光照传感器管理,实施操作员,光照传感器设备可用,光照传感器生命周期测试4,光照传感器相关操作4,光照传感器操作成功4,P1,功能,DeviceLifecycleController#method,光照传感器特定测试
DEVICE_LIFE_047,设备生命周期,光照传感器管理,实施操作员,光照传感器设备可用,光照传感器生命周期测试5,光照传感器相关操作5,光照传感器操作成功5,P1,功能,DeviceLifecycleController#method,光照传感器特定测试
DEVICE_LIFE_048,设备生命周期,光照传感器管理,实施操作员,光照传感器设备可用,光照传感器生命周期测试6,光照传感器相关操作6,光照传感器操作成功6,P1,功能,DeviceLifecycleController#method,光照传感器特定测试
DEVICE_LIFE_049,设备生命周期,光照传感器管理,实施操作员,光照传感器设备可用,光照传感器生命周期测试7,光照传感器相关操作7,光照传感器操作成功7,P1,功能,DeviceLifecycleController#method,光照传感器特定测试
STRATEGY_LIFE_001,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例1,策略生命周期操作1,策略执行正确1,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_002,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例2,策略生命周期操作2,策略执行正确2,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_003,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例3,策略生命周期操作3,策略执行正确3,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_004,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例4,策略生命周期操作4,策略执行正确4,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_005,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例5,策略生命周期操作5,策略执行正确5,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_006,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例6,策略生命周期操作6,策略执行正确6,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_007,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例7,策略生命周期操作7,策略执行正确7,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_008,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例8,策略生命周期操作8,策略执行正确8,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_009,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例9,策略生命周期操作9,策略执行正确9,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_010,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例10,策略生命周期操作10,策略执行正确10,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_011,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例11,策略生命周期操作11,策略执行正确11,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_012,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例12,策略生命周期操作12,策略执行正确12,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_013,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例13,策略生命周期操作13,策略执行正确13,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_014,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例14,策略生命周期操作14,策略执行正确14,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_015,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例15,策略生命周期操作15,策略执行正确15,P0,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_016,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例16,策略生命周期操作16,策略执行正确16,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_017,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例17,策略生命周期操作17,策略执行正确17,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_018,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例18,策略生命周期操作18,策略执行正确18,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_019,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例19,策略生命周期操作19,策略执行正确19,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_020,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例20,策略生命周期操作20,策略执行正确20,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_021,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例21,策略生命周期操作21,策略执行正确21,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_022,策略生命周期,策略执行,门店店长,策略已配置,策略生命周期测试用例22,策略生命周期操作22,策略执行正确22,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_023,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例23,策略生命周期操作23,策略执行正确23,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_024,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例24,策略生命周期操作24,策略执行正确24,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_025,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例25,策略生命周期操作25,策略执行正确25,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_026,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例26,策略生命周期操作26,策略执行正确26,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_027,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例27,策略生命周期操作27,策略执行正确27,P1,功能,StrategyLifecycleController#method,
STRATEGY_LIFE_028,策略生命周期,策略监控,门店店长,策略已配置,策略生命周期测试用例28,策略生命周期操作28,策略执行正确28,P1,功能,StrategyLifecycleController#method,
